選奨年度,選奨年NO,対象構造物,読み,受賞理由,都道府県,市町村,都道府県2,市町村2,竣工年,北緯,東経,行った回数,行った日,プレートの有無,施設1,所在地1,竣工年1,施設2,所在地2,竣工年2,施設3,所在地3,竣工年3,施設4,所在地4,竣工年4,施設5,所在地5,竣工年5,施設6,所在地6,竣工年6,施設7,所在地7,竣工年7,施設8,所在地8,竣工年8,施設9,所在地9,竣工年9,施設10,所在地10,竣工年10,施設11,所在地11,竣工年11,施設12,所在地12,竣工年12,施設13,所在地13,竣工年13,施設14,所在地14,竣工年14,施設15,所在地15,竣工年15
2007,6,荒川流域治水・砂防事業,あらかわりゅういきちすい・さぼうじぎょう,霞堤と水防林による近世からの地先治水と大正・昭和における砂防堰堤群等の直轄事業とが融合した治水砂防システム。,福島県,福島県／福島市,,,砂防堰堤群：大正14年～昭和32年,,,,,,砂防堰堤群,福島市,大正14年～昭和32年,地蔵原堰堤,福島市,大正14年（第1次）,川上第一堰堤,福島市,昭和21年,床固工群,福島市,昭和26年～昭和31年,水防林・霞堤群,福島市,概ね近世以降,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,7,清水峠越新道,しみずとうげごえしんどう,急峻な谷川連峰の地形と有数の豪雪地帯という厳しい自然環境の中で、一世紀以上の歳月に耐えた往時の職人技術は、土木遺産に相応しい。,群馬県,群馬県／利根郡みなかみ町,,,明治18年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,親不知旧道,おやしらずきゅうどう,先人たちが急峻な地形と複雑な地質に挑み、北陸地方の産業、経済の発展に貢献したことを後世へ伝える貴重な土木遺産である。,新潟県,新潟県／糸魚川市,,,明治15年～明治16年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,村山･山口貯水池,むらやま・やまぐちちょすいち,水道アースダムとしては、3基いずれも当時最大規模。管理橋の吊橋は珍しく、近代では現存唯一。親水景観として優れている。,東京都,東京都東大和市,埼玉県所沢市,埼玉県所沢市,村山上貯水池：大正13年,,,,,,村山上貯水池,東京都東大和市,大正13年,村山下貯水池,東京都東大和市,昭和２年,山口貯水池,埼玉県所沢市,昭和９年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,箱根登山鉄道,はこねとざんてつどう,本格的な登山鉄道で、粘着式鉄道としては我が国で最もきつい勾配であり、世界的にも珍しいもので、既に88年の歴史を誇っている。,神奈川県,神奈川県／小田原市～箱根町,,,大正8年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,境橋,さかいばし,全国に数例しかないバルコニー付きRC開腹アーチ橋で希少性に富む。景勝地に橋梁が融合し新たな地域の景観美を創出している。,栃木県,栃木県／那須鳥山市,,,昭和12年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,七重川砂防堰堤群,ななえかわさぼうえんていぐん,近接・連続した堰堤から成る流路工で、大正・昭和初期当時の砂防工法を遺す。,埼玉県,埼玉県／ときがわ町,,,大正6年～昭和25年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,13,堀江水準標石,ほりえすいじゅんひょうせき,オランダ技師リンドが明治5年に設置した近代日本の最初の水準測量の標石のひとつ。Y.P（江戸川工事用基準面）の原点。,千葉県,千葉県／浦安市,,,明治5年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,14,明治用水旧頭首工,めいじようすいきゅうとうしゅこう,近代的農業用堰堤の先駆けで、服部長七考案の人造石による大規模な堰堤の現存する唯一の例と云われている。,愛知県,愛知県／豊田市,,,明治42年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,15,岩井橋,いわいはし,現存する鋼アーチ桁橋では、日本で２番目の古さを誇っており、側面にはアングル材を巧みに曲線加工した飾り板が施されている。,愛知県,愛知県／名古屋市,,,大正12年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,16,王子橋,おうじばし,田邊朔郎設計の石造アーチ橋で、輪石と壁石が夫婦天端で一体化した非常に珍しい構造形式をもつ道路橋（現在は人道橋）である。,京都府,京都府／亀岡市,,,明治17年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,17,毛馬閘門・洗堰群,けまこうもん・あらいぜきぐん,明治時代の淀川改修の主要施設で、大阪市内の洪水防御、ならびに淀川本流と旧淀川間の舟運の確保に資した施設群である。,大阪府,大阪府／大阪市,,,毛馬第一閘門：明治40年,,,,,,毛馬第一閘門,大阪市,明治40年,毛馬第二閘門,大阪市,大正７年,毛馬洗堰,大阪市,明治43年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,18,（旧）江尾発電所,（きゅう）えびはつでんしょ,現存する数少ない石造発電所で、装飾的な外観を留めている。,鳥取県,鳥取県／日野郡江府町,,,大正8年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,19,京橋川の雁木群,きょうばしがわのがんぎぐん,"水の都""広島""を象徴するわが国最大の雁木群で、歴史的な水辺空間を演出している。",広島県,広島県／広島市,,,明治後期～大正期（推測）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,20,土釜橋,どがまばし,紅葉と滝が美しい渓谷に架かる鋼アーチ橋である。井桁に組まれた鉛直材の頂部がアーチ状の縦桁で連結された点に特徴がある。,徳島県,徳島県／美馬郡つるぎ町,,,昭和5年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,21,龍頭橋,りゅうずばし,定説(昭和10年)を覆す、明治45年竣工の日本最古の石造沈み橋。下流にあった明治9年築造の永世橋は2003年に流失。,大分県,大分県／杵築市,,,明治45年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,22,本河内高部堰堤,ほんごうちこうぶえんてい,吉村長策が設計した日本初の水道専用ダムである。新ダム建設において、歴史的な土木施設を原位置で保全する努力を評価した。,長崎県,長崎県／長崎市,,,明治24年（大正12年嵩上）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,23,七窪水源地,ななくぼすいげんち,昭和初期までに5つの水源地と接合枡、上之原配水池への導水トンネルが完成。すべてが重厚な石造・石張構造物となっている。,鹿児島県,鹿児島県／鹿児島市,,,第1期:大正8年、第2期:昭和3年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,奥沢水源地水道施設,おくさわすいげんち すいどうしせつ,北海道開発を支えた港湾都市小樽で建設後90年を越える現役の水源。寒冷地での工事技術，階段状溢流路の水流が高く評価される,北海道,北海道/小樽市,,,大正3年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
